839259189,90,90,90,90,90,90,231,1664439512460
510476681,80,80,80,80,80,80,808,1664439512503
151242120,36,36,36,36,36,36,556,1664439512503
482276572,37,37,37,37,37,37,152,1664439512503
721145657,58,58,58,58,58,58,630,1664439512503
772800433,59,59,59,59,59,59,754,1664439512503
729347158,38,38,38,38,38,38,547,1664439512503
804917213,32,32,32,32,32,32,724,1664439512503
556709554,39,39,39,39,39,39,583,1664439512503
871209637,61,61,61,61,61,61,732,1664439512503
774959265,37,37,37,37,37,37,945,1664439512503
691652954,51,51,51,51,51,51,943,1664439512503
361836811,69,69,69,69,69,69,158,1664439512503
417041017,21,21,21,21,21,21,676,1664439512503
118175802,78,78,78,78,78,78,541,1664439512503
270051611,21,21,21,21,21,21,406,1664439512503
719788525,32,32,32,32,32,32,827,1664439512503
360942514,59,59,59,59,59,59,729,1664439512503
275247853,62,62,62,62,62,62,449,1664439512503
270045802,39,39,39,39,39,39,832,1664439512503
515828038,24,24,24,24,24,24,957,1664439512503
413172377,99,99,99,99,99,99,934,1664439512503
705162169,58,58,58,58,58,58,849,1664439512503
274630565,75,75,75,75,75,75,597,1664439512503
892438395,75,75,75,75,75,75,696,1664439512503
923867602,74,74,74,74,74,74,270,1664439512503
417726073,93,93,93,93,93,93,743,1664439512503
511016064,96,96,96,96,96,96,596,1664439512504
714519210,59,59,59,59,59,59,687,1664439512504
541308726,54,54,54,54,54,54,261,1664439512504
400718643,83,83,83,83,83,83,591,1664439512504
153045168,52,52,52,52,52,52,641,1664439512504
742643217,10,10,10,10,10,10,218,1664439512504
605367412,68,68,68,68,68,68,107,1664439512504
759549204,31,31,31,31,31,31,524,1664439512504
624533389,61,61,61,61,61,61,572,1664439512504
680519547,62,62,62,62,62,62,208,1664439512504
156859356,78,78,78,78,78,78,274,1664439512504
498119570,44,44,44,44,44,44,194,1664439512504
646411747,19,19,19,19,19,19,487,1664439512504
390251781,47,47,47,47,47,47,400,1664439512504
551434361,54,54,54,54,54,54,781,1664439512504
614214030,54,54,54,54,54,54,677,1664439512504
758150154,49,49,49,49,49,49,797,1664439512504
355795741,72,72,72,72,72,72,349,1664439512504
958921085,25,25,25,25,25,25,670,1664439512504
636746026,32,32,32,32,32,32,302,1664439512504
865912073,83,83,83,83,83,83,329,1664439512504
821212727,12,12,12,12,12,12,200,1664439512504
405704028,19,19,19,19,19,19,736,1664439512504
895568501,18,18,18,18,18,18,969,1664439512504
126238496,54,54,54,54,54,54,772,1664439512504
535880981,91,91,91,91,91,91,971,1664439512504
678745224,29,29,29,29,29,29,467,1664439512504
287309614,62,62,62,62,62,62,299,1664439512504
564782366,82,82,82,82,82,82,925,1664439512504
103769073,42,42,42,42,42,42,973,1664439512504
255273747,83,83,83,83,83,83,242,1664439512504
282823659,12,12,12,12,12,12,864,1664439512504
354711713,37,37,37,37,37,37,574,1664439512504
858191557,11,11,11,11,11,11,162,1664439512504
451950769,50,50,50,50,50,50,784,1664439512504
413351721,60,60,60,60,60,60,134,1664439512504
838872831,78,78,78,78,78,78,139,1664439512504
267158671,94,94,94,94,94,94,136,1664439512504
501478481,81,81,81,81,81,81,382,1664439512504
173364548,72,72,72,72,72,72,210,1664439512504
973652317,40,40,40,40,40,40,771,1664439512504
217498010,86,86,86,86,86,86,578,1664439512504
263155997,54,54,54,54,54,54,364,1664439512504
988315302,26,26,26,26,26,26,427,1664439512504
200699538,70,70,70,70,70,70,370,1664439512504
328367811,82,82,82,82,82,82,984,1664439512504
256795897,20,20,20,20,20,20,165,1664439512504
715157138,47,47,47,47,47,47,248,1664439512504
315268410,83,83,83,83,83,83,605,1664439512504
406597750,75,75,75,75,75,75,516,1664439512504
276699899,59,59,59,59,59,59,472,1664439512504
172486188,15,15,15,15,15,15,512,1664439512504
296910775,89,89,89,89,89,89,351,1664439512504
677484529,97,97,97,97,97,97,172,1664439512504
494052383,89,89,89,89,89,89,371,1664439512504
135548036,94,94,94,94,94,94,243,1664439512504
899600278,53,53,53,53,53,53,468,1664439512504
505235956,46,46,46,46,46,46,613,1664439512504
892125835,60,60,60,60,60,60,914,1664439512504
279100444,80,80,80,80,80,80,618,1664439512504
664089421,50,50,50,50,50,50,840,1664439512504
157198738,60,60,60,60,60,60,925,1664439512504
399102081,20,20,20,20,20,20,529,1664439512504
808253898,50,50,50,50,50,50,520,1664439512504
615399107,24,24,24,24,24,24,464,1664439512504
365321535,26,26,26,26,26,26,567,1664439512504
888098824,33,33,33,33,33,33,690,1664439512504
683915017,35,35,35,35,35,35,216,1664439512504
842813457,18,18,18,18,18,18,835,1664439512504
696995966,19,19,19,19,19,19,437,1664439512504
803150563,34,34,34,34,34,34,803,1664439512504
525337479,97,97,97,97,97,97,479,1664439512504
728599756,72,72,72,72,72,72,641,1664439512504
265485334,13,13,13,13,13,13,146,1664439512504
443428686,73,73,73,73,73,73,749,1664439512504
357538343,49,49,49,49,49,49,971,1664439512504
494896428,44,44,44,44,44,44,778,1664439512504
387591448,29,29,29,29,29,29,906,1664439512504
895895283,49,49,49,49,49,49,115,1664439512504
765967019,13,13,13,13,13,13,112,1664439512504
775809349,17,17,17,17,17,17,544,1664439512504
233027007,84,84,84,84,84,84,934,1664439512504
748870637,77,77,77,77,77,77,313,1664439512504
524817827,78,78,78,78,78,78,482,1664439512504
993729633,89,89,89,89,89,89,640,1664439512504
206151776,73,73,73,73,73,73,267,1664439512504
745654403,77,77,77,77,77,77,946,1664439512504
978756034,16,16,16,16,16,16,332,1664439512504
125233567,54,54,54,54,54,54,507,1664439512504
956297944,94,94,94,94,94,94,122,1664439512504
248375490,12,12,12,12,12,12,902,1664439512504
880581146,79,79,79,79,79,79,103,1664439512504
482648058,52,52,52,52,52,52,797,1664439512504
327850608,71,71,71,71,71,71,858,1664439512504
777656232,58,58,58,58,58,58,893,1664439512504
319480243,98,98,98,98,98,98,320,1664439512504
112462692,63,63,63,63,63,63,100,1664439512504
335566604,12,12,12,12,12,12,238,1664439512504
373461118,12,12,12,12,12,12,960,1664439512504
116027992,79,79,79,79,79,79,865,1664439512504
721241903,98,98,98,98,98,98,338,1664439512504
884305502,44,44,44,44,44,44,618,1664439512504
386660775,22,22,22,22,22,22,758,1664439512504
610968645,71,71,71,71,71,71,210,1664439512504
883538956,55,55,55,55,55,55,186,1664439512504
645413625,71,71,71,71,71,71,485,1664439512504
559377096,45,45,45,45,45,45,181,1664439512504
935069677,74,74,74,74,74,74,454,1664439512504
164535367,93,93,93,93,93,93,266,1664439512504
654442881,68,68,68,68,68,68,990,1664439512504
785085369,57,57,57,57,57,57,717,1664439512504
916965447,77,77,77,77,77,77,601,1664439512504
802727507,22,22,22,22,22,22,865,1664439512505
106703124,15,15,15,15,15,15,331,1664439512505
356734508,76,76,76,76,76,76,465,1664439512505
164912773,62,62,62,62,62,62,813,1664439512505
144954967,94,94,94,94,94,94,384,1664439512505
898337582,45,45,45,45,45,45,206,1664439512505
312806640,19,19,19,19,19,19,385,1664439512505
446759976,39,39,39,39,39,39,453,1664439512505
207412316,89,89,89,89,89,89,406,1664439512505
491177553,98,98,98,98,98,98,359,1664439512505
577272664,40,40,40,40,40,40,567,1664439512505
590184173,57,57,57,57,57,57,172,1664439512505
852008927,29,29,29,29,29,29,479,1664439512505
169574412,46,46,46,46,46,46,250,1664439512505
359810033,39,39,39,39,39,39,870,1664439512505
632381004,92,92,92,92,92,92,596,1664439512505
717539466,81,81,81,81,81,81,488,1664439512505
506722436,92,92,92,92,92,92,879,1664439512505
137434721,67,67,67,67,67,67,627,1664439512505
364894299,58,58,58,58,58,58,213,1664439512505
929599538,17,17,17,17,17,17,435,1664439512505
366678169,36,36,36,36,36,36,235,1664439512505
677859296,13,13,13,13,13,13,795,1664439512505
145152985,89,89,89,89,89,89,479,1664439512505
532029354,74,74,74,74,74,74,812,1664439512505
736348311,91,91,91,91,91,91,857,1664439512505
788423915,51,51,51,51,51,51,567,1664439512505
681535301,52,52,52,52,52,52,845,1664439512505
335890650,42,42,42,42,42,42,458,1664439512505
409159053,61,61,61,61,61,61,449,1664439512505
882357620,67,67,67,67,67,67,115,1664439512505
243410474,61,61,61,61,61,61,325,1664439512505
769579659,22,22,22,22,22,22,545,1664439512505
228936673,38,38,38,38,38,38,825,1664439512505
646412402,33,33,33,33,33,33,916,1664439512505
601611015,70,70,70,70,70,70,236,1664439512505
935651789,47,47,47,47,47,47,973,1664439512505
948720647,16,16,16,16,16,16,146,1664439512505
870572175,57,57,57,57,57,57,579,1664439512505
268168040,61,61,61,61,61,61,372,1664439512505
336281196,63,63,63,63,63,63,915,1664439512506
164796442,15,15,15,15,15,15,151,1664439512506
861574712,85,85,85,85,85,85,395,1664439512506
376896010,65,65,65,65,65,65,913,1664439512506
420001049,81,81,81,81,81,81,240,1664439512506
551176985,23,23,23,23,23,23,286,1664439512506
307394206,39,39,39,39,39,39,894,1664439512506
228542234,42,42,42,42,42,42,813,1664439512506
227468277,97,97,97,97,97,97,770,1664439512506
544078313,57,57,57,57,57,57,909,1664439512506
489617325,44,44,44,44,44,44,161,1664439512506
615719829,26,26,26,26,26,26,457,1664439512506
